DATE	HANDLES	WS	VM	COMMITSIZE
02/19/2015 08:07:49	12324	446508	1325100	866556
02/19/2015 08:07:49	12983	446508	1325100	866556
02/19/2015 08:07:49	13659	446520	1325100	866568
02/19/2015 08:07:49	14475	448328	1326140	868376
02/19/2015 08:07:50	15123	449352	1326140	869396
02/19/2015 08:07:50	15707	451376	1326140	871424
02/19/2015 08:07:50	16271	452136	1326140	872180
02/19/2015 08:07:50	16855	453288	1326140	873336
02/19/2015 08:07:50	17271	454816	1326140	874848
02/19/2015 08:07:50	17619	455340	1326140	875376
02/19/2015 08:07:50	18715	457624	1326140	877652
02/19/2015 08:07:50	19443	459640	1326140	879668
02/19/2015 08:07:50	20063	461164	1326140	881192
02/19/2015 08:07:50	20579	462676	1326140	882704
02/19/2015 08:07:50	21091	463684	1326140	883712
02/19/2015 08:07:50	21611	465196	1326140	885224
02/19/2015 08:07:51	22127	466204	1326140	886232
02/19/2015 08:07:51	22916	468220	1326140	888248
02/19/2015 08:07:51	23539	469740	1326140	889772
02/19/2015 08:07:51	24219	471756	1326140	891788
02/19/2015 08:07:51	24899	473016	1326140	893048
02/19/2015 08:07:51	25511	474528	1326140	894560
02/19/2015 08:07:51	26257	476588	1326140	896632
02/19/2015 08:07:51	26919	478604	1326140	898648
02/19/2015 08:07:51	27555	479612	1326140	899656
02/19/2015 08:07:51	28071	483460	1328220	903508
02/19/2015 08:07:51	28583	485476	1328220	905524
02/19/2015 08:07:51	29107	486260	1328220	906300
02/19/2015 08:07:51	29855	487788	1328220	907832
02/19/2015 08:07:52	30399	489804	1328220	909848
02/19/2015 08:07:52	30821	490560	1328220	910604
02/19/2015 08:07:52	31023	491316	1328220	911360
02/19/2015 08:07:52	32975	496372	1328220	916420
02/19/2015 08:07:52	33263	497128	1328220	917176
02/19/2015 08:07:52	33856	498892	1328220	918940
02/19/2015 08:07:52	34723	501028	1328220	921076
02/19/2015 08:07:52	35375	503432	1328220	923484
02/19/2015 08:07:52	35995	505212	1328220	925260
02/19/2015 08:07:52	36543	506844	1328220	926892
02/19/2015 08:07:53	37171	508852	1328220	928900
02/19/2015 08:07:53	37743	510736	1328220	930784
02/19/2015 08:07:53	38291	512508	1328220	932560
02/19/2015 08:07:53	38903	514912	1328220	934968
02/19/2015 08:07:53	40959	521692	1328220	941748
02/19/2015 08:07:53	41607	523700	1328220	943756
02/19/2015 08:07:53	42303	525708	1328220	945764
02/19/2015 08:07:53	42867	527844	1328220	947900
02/19/2015 08:07:53	43531	530244	1328220	950304
02/19/2015 08:07:53	44031	531372	1328220	951432
02/19/2015 08:07:53	44635	533388	1328220	953444
02/19/2015 08:07:54	45235	535648	1328220	955704
02/19/2015 08:07:54	45879	537780	1328220	957836
02/19/2015 08:07:54	46511	540164	1328220	960220
02/19/2015 08:07:54	47115	542172	1328220	962228
02/19/2015 08:07:54	48783	547324	1328220	967376
02/19/2015 08:07:54	49419	549208	1328220	969260
02/19/2015 08:07:54	50107	551972	1328220	972024
02/19/2015 08:07:54	50799	554500	1328220	974536
02/19/2015 08:07:54	51451	556256	1328220	976292
02/19/2015 08:07:54	52255	559272	1328220	979308
02/19/2015 08:07:54	52959	561028	1328220	981064
02/19/2015 08:07:54	53679	564296	1328220	984332
02/19/2015 08:07:55	54339	566180	1328220	986216
02/19/2015 08:07:55	54987	567936	1328220	987972
02/19/2015 08:07:55	55611	574236	1332380	994272
02/19/2015 08:07:55	56187	575616	1332380	995652
02/19/2015 08:07:55	57048	579136	1332380	999172
02/19/2015 08:07:55	57603	580516	1332380	1000552
02/19/2015 08:07:55	58039	582144	1332380	1002180
02/19/2015 08:07:55	58587	583400	1332380	1003436
02/19/2015 08:07:55	58947	584660	1332380	1004696
02/19/2015 08:07:55	59131	585808	1332380	1005860
02/19/2015 08:07:55	59283	586188	1332380	1006248
02/19/2015 08:07:55	59443	586816	1332380	1006372
02/19/2015 08:07:55	59819	588576	1332380	1006620
02/19/2015 08:07:56	60323	589456	1332380	1007260
02/19/2015 08:07:56	60803	590892	1332380	1008836
02/19/2015 08:07:56	61243	592808	1332380	1011236
02/19/2015 08:07:56	61687	594216	1332380	1012756
02/19/2015 08:07:56	62243	595552	1332380	1013896
02/19/2015 08:07:56	62871	598360	1332380	1017696
02/19/2015 08:07:56	63559	600660	1332380	1020356
02/19/2015 08:07:56	64327	603232	1332380	1023424
02/19/2015 08:07:56	65059	605064	1332380	1025380
02/19/2015 08:07:56	65707	607408	1332380	1028096
02/19/2015 08:07:56	66211	610112	1332380	1031540
02/19/2015 08:07:56	66820	612036	1332380	1033480
02/19/2015 08:07:56	67519	613956	1332380	1034524
02/19/2015 08:07:57	68248	616060	1332380	1036132
02/19/2015 08:07:57	68743	618212	1332380	1038164
02/19/2015 08:07:57	69267	619920	1332380	1039716
02/19/2015 08:07:57	69947	622508	1332380	1041748
02/19/2015 08:07:57	70603	624268	1332380	1042764
02/19/2015 08:07:57	71043	625916	1332380	1044288
02/19/2015 08:07:57	71479	627180	1332380	1045552
02/19/2015 08:07:57	71967	628568	1332380	1046940
02/19/2015 08:07:57	72447	630368	1332380	1048712
02/19/2015 08:07:57	73059	632928	1332380	1051284
02/19/2015 08:07:57	73955	635512	1332380	1053640
02/19/2015 08:07:57	74427	637280	1332380	1055660
02/19/2015 08:07:57	74899	638796	1332380	1056924
02/19/2015 08:07:58	75408	640348	1332380	1058696
02/19/2015 08:07:58	76159	642904	1332380	1061224
02/19/2015 08:07:58	76647	644956	1332380	1063244
02/19/2015 08:07:58	78343	650028	1332380	1067916
02/19/2015 08:07:58	79023	652676	1332380	1070816
02/19/2015 08:07:58	79731	655356	1332380	1073468
02/19/2015 08:07:58	80454	658136	1332380	1075996
02/19/2015 08:07:58	81320	660456	1332380	1078568
02/19/2015 08:07:58	82263	663212	1332380	1081240
02/19/2015 08:07:58	82415	663888	1332380	1081364
02/19/2015 08:07:59	82815	665408	1332380	1083280
02/19/2015 08:07:59	83355	667004	1332380	1084212
02/19/2015 08:07:59	83799	669072	1332380	1086196
02/19/2015 08:07:59	83799	669072	1332380	1086196
02/19/2015 08:07:59	83797	669072	1332380	1086196
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:07:59	83797	669084	1329448	1083264
02/19/2015 08:08:00	83797	669084	1329448	1083264
02/19/2015 08:08:00	83797	669084	1329448	1083264
02/19/2015 08:08:00	83797	669084	1329448	1083264
02/19/2015 08:08:00	83797	669344	1329448	1083520
02/19/2015 08:08:00	83797	669792	1329448	1083968
02/19/2015 08:08:00	83797	670624	1329448	1084800
02/19/2015 08:08:00	83797	671268	1329448	1085440
02/19/2015 08:08:00	83797	673060	1329448	1087232
02/19/2015 08:08:00	80437	665580	1321124	1079760
02/19/2015 08:08:00	74949	665580	1321124	1079760
